product_id,product_name,category,price
fe6e683c-1ea0-4b9e-b5c3-bc872521ac2c,Pro Football Oasis,Sports,2640.67
70866a35-5e2c-4ed3-aa49-a7d86533e4b5,Premium Jacket Kasbah,Clothing,1758.03
a3cc95d0-17c9-426c-90e1-3a66c2cf781a,Eco-Friendly Phone Oasis,Electronics,3385.63
a158ab61-2e14-408c-a24b-49d39d4b35ba,Chic Smartwatch Marrakech,Electronics,2592.3
4d616b98-ef59-4c45-ac08-f1113d57d826,Pro Mystery Novel Fez,Books,3697.53
3c7ff708-d28b-49f3-92e6-31da48139501,Premium Football Marrakech,Sports,2088.02
fdb07f63-6d6e-45a0-bf37-ffafdf075ea3,Traditional Science Fiction Book Fez,Books,2874.85
700d2b6a-d8da-4dad-bdbd-556d45279dba,Traditional Science Fiction Book Oasis,Books,2154.95
24582c52-1b77-4ee4-b3fd-d0dc807f5e89,Traditional Coffee Maker Fez,Home,728.07
b46104cc-fb86-4166-b475-844e9260f478,Elegant Tablet Marrakech,Electronics,952.16
8247bd09-6e9f-4379-bfad-311037184819,Modern Self-Help Guide Oasis,Books,1892.12
618f30bf-a1e5-4c48-a88d-acf30a2df2fc,Luxury Dumbbells Kasbah,Sports,2392.64
6bde0e71-3872-4257-9c10-315a39118132,Authentic Sofa Casablanca,Home,79.64
07f587cd-6766-4bc3-8973-f9b9ba401283,Chic Microwave Atlas,Home,2228.07
6877cfe4-c28f-4728-8fa4-4e8272b36bdb,Pro Vacuum Cleaner Kasbah,Home,2174.85
9ee68ce7-45a5-4cd7-8957-90e67fe7f622,Modern Tennis Racket Fez,Sports,1886.95
a30529e8-e957-46c4-abca-9f7f2954668f,Eco-Friendly Chair Casablanca,Home,2002.73
db43d7aa-99ec-401c-a6af-f3a9bdea3e44,Elegant Phone Oasis,Electronics,974.86
bd102f9f-590b-44c7-a4bb-5a7feed40a77,Ultimate Chair Atlas,Home,402.22
c78363e7-ab72-4a55-a965-40b0b8d1f937,Luxury Jacket Atlas,Clothing,1584.15
d3774cf5-426f-4e68-a827-87fc85ec0bcc,Premium Tennis Racket Oasis,Sports,121.18
aadd7978-4473-4baa-909f-71b2d3feeabd,Traditional Science Fiction Book Marrakech,Books,2768.81
f0b5e787-22b4-4616-b0a5-225f8f4eab4b,Eco-Friendly Tablet Oasis,Electronics,2667.19
f4b10fbd-e9f9-47a8-810e-00bbec0d93e8,Premium Moroccan History Oasis,Books,4266.75
0d4cb195-3143-48ab-9989-c74accb7135b,Chic Dumbbells Oasis,Sports,2974.51
e80442f9-1607-46f0-bd95-716fef2975f7,Chic Vacuum Cleaner Marrakech,Home,4097.73
9df896f1-b8ef-4685-a874-58c05ca8d4b5,Premium Biography Kasbah,Books,4336.83
02fd4ad8-581c-45c4-bd01-b3faee8afca0,Elegant Coffee Maker Fez,Home,1775.58
6252bf75-e3c6-4e72-8d3d-6a811c0cd4a2,Ultimate T-Shirt Atlas,Clothing,2868.11
1ddc7940-3270-4973-bf5f-24fb4d05512f,Premium Mystery Novel Oasis,Books,2062.59
a98fc264-e5ad-4a9e-bad7-9866104fc861,Chic Football Kasbah,Sports,1168.49
cf515164-fee5-4369-bafc-20a59f0af8a0,Luxury Football Rabat,Sports,2762.21
764b60f2-eb34-48b1-af4f-408bae2bdfe7,Luxury Scarf Fez,Clothing,4490.16
1f5cfb19-aa8b-492a-b19c-dfe4c09bc93d,Modern Moroccan History Kasbah,Books,4249.08
4862839b-9020-4217-8d46-a07953306b58,Pro Speaker Marrakech,Electronics,409.72
8e9ef7b2-2c0e-460b-af98-4a3d90cb1bdd,Traditional Jacket Rabat,Clothing,4593.3
81c1327a-c5a6-4f24-80af-0021f3ffedd0,Traditional Microwave Kasbah,Home,1382.86
338f9025-ac5a-4d1b-a7fb-398e7135c2c9,Premium Table Marrakech,Home,4919.42
85e0e707-772e-43d1-9bb0-99608d0422d6,Luxury Coffee Maker Oasis,Home,643.01
268e1ef0-730c-4ff6-8b63-27119a8eb8b8,Premium Moroccan History Kasbah,Books,2093.69
902de68e-7536-4e77-945f-6f7534aa34ca,Elegant Coffee Maker Marrakech,Home,1394.04
070fdc6b-1bf5-4678-9327-5f8b9d00c989,Authentic Cookbook Casablanca,Books,4030.08
c2063533-6241-4f88-9cc1-244ffbc7372e,Eco-Friendly Dumbbells Marrakech,Sports,3247.75
e66bbb46-6f76-484d-9f53-089825ac5bbc,Traditional Blender Rabat,Home,1312.62
39d512ee-ca4d-463e-8edd-a6e6d3a6e654,Traditional Self-Help Guide Casablanca,Books,2390.06
dde335a7-7c1b-4d86-b2ca-42e2c58b911c,Modern Tablet Rabat,Electronics,3793.59
a9a91276-da17-4126-a830-fa30dc268dad,Pro T-Shirt Fez,Clothing,3987.87
7049b191-549b-4ada-9b12-c2ba834db68a,Luxury Camera Kasbah,Electronics,3488.06
e68e4069-36b8-4176-856d-45a40a723cd1,Authentic Table Oasis,Home,2280.29
1c0eab61-dfcc-4a81-acaa-7a4304e5328d,Traditional Mystery Novel Oasis,Books,782.71
5d4f54b9-0ca3-4f3e-b67c-b86eb67d82f3,Luxury Microwave Fez,Home,1581.0
559babf6-2a99-49a7-bb61-1b90c52adc93,Elegant Vacuum Cleaner Oasis,Home,1514.71
32cbe74b-e730-4203-b78c-f35c9e71ad8b,Authentic Table Fez,Home,2249.11
f21976f6-c63e-46e9-93d0-490bc38e3a1c,Premium Belt Fez,Clothing,2882.77
04d103fc-7e6f-47ed-ac1a-6349a5ca1f7e,Chic Laptop Kasbah,Electronics,1062.89
b258737c-69af-4ea3-8626-4cf4a1cf9bf5,Traditional Vacuum Cleaner Oasis,Home,1585.96
f49fcfb8-a7bc-4c6e-9642-f361c9ab6c13,Traditional Belt Fez,Clothing,4835.28
25f87c4a-79a1-4ed3-91e7-39f42ff2b41d,Elegant Tennis Racket Oasis,Sports,1224.16
1e15c40f-8d61-4e70-8f0d-ba43c3d8c3b0,Eco-Friendly Headphones Casablanca,Electronics,2029.27
a8c7e445-ee64-4ce7-b9fe-00a8f1a98b39,Premium Self-Help Guide Oasis,Books,469.09
f134211d-4c58-42f5-be60-7532b139082a,Modern Table Casablanca,Home,1354.18
e84b9d9f-cbac-479c-9026-a90770722f50,Elegant Dress Casablanca,Clothing,4846.59
d5aa5567-5d55-43df-924b-695018789043,Eco-Friendly Belt Kasbah,Clothing,2071.98
7d5261de-bc52-4f94-95db-344d196c4099,Authentic Speaker Rabat,Electronics,3219.51
6c0532b3-bc8d-42bf-8b12-ad166f322794,Traditional Moroccan History Kasbah,Books,3889.44
5128f663-ff77-493b-baa8-272d1e9dfc2c,Ultimate Running Shoes Atlas,Sports,225.2
8b228fd5-e148-441b-bfb4-f5e097dd451a,Modern Cookbook Atlas,Books,2285.62
71dc0ce0-a57e-41c5-8537-24304308b8c7,Premium Sneakers Fez,Clothing,2523.41
1b1aa473-8e37-4bee-9814-916bcd4794e6,Luxury Speaker Kasbah,Electronics,3943.71
8a4568c7-81e8-44cf-ad0a-434bc24f44dd,Pro Running Shoes Marrakech,Sports,285.42
c2ef2204-5f72-4ba8-b48d-a772652fb023,Eco-Friendly Cookbook Fez,Books,1634.35
b7e92f60-2abb-4318-a45d-7b6aabe9cdbf,Traditional Speaker Kasbah,Electronics,2225.18
43785244-531d-42cd-8338-9ec4d0d9788c,Chic Running Shoes Atlas,Sports,1272.33
8fa521e9-cb12-468e-9cad-587c812a7182,Elegant Badminton Racket Rabat,Sports,2666.13
c913f863-61cf-4049-b704-6c8fc82630b7,Luxury Table Atlas,Home,982.06
0e83ac0c-3c6d-4f18-86fd-42a50a8bf558,Pro Tablet Oasis,Electronics,1528.46
877cb54d-9cdd-4416-878e-7ff5a631283b,Luxury Microwave Atlas,Home,883.23
b1cd4696-70b3-4b1b-99a7-bf8c0a8782b6,Eco-Friendly Dumbbells Rabat,Sports,2519.76
6b76511b-a041-45bb-95b9-7cfe7b5426f0,Traditional Biography Fez,Books,3406.85
0d23f1b8-7c1b-443a-a0ad-5ca6c0ba0f28,Authentic Cookbook Casablanca,Books,2352.25
18e4b058-8888-4834-bde8-124ef7f4e29b,Eco-Friendly Smartwatch Oasis,Electronics,4154.52
20112032-a53c-4fa2-9ac5-59936db40166,Chic Yoga Mat Oasis,Sports,4336.28
66df0d10-0d74-426e-a081-7d4642c4a52e,Eco-Friendly Laptop Oasis,Electronics,137.22
27dad4ac-a759-4d61-b0ed-d44941a233f7,Ultimate Jeans Oasis,Clothing,4940.85
73b4b041-331d-43f9-bdc4-e75bf11d88b3,Modern Mystery Novel Casablanca,Books,1119.69
805876a9-5ece-4ae3-9ee1-b36afb3ec3c7,Pro Moroccan History Casablanca,Books,149.71
0d307843-103d-484f-8b60-1ad5ed841e98,Pro Sneakers Rabat,Clothing,3418.41
057e5549-99ea-4a43-8307-9db39529400a,Eco-Friendly Football Fez,Sports,1256.74
23ec8805-dd4a-4d53-ad71-fe49e3de7aa9,Eco-Friendly Basketball Marrakech,Sports,4644.24
8ef02bbc-3989-4238-9e5c-78fb32af2075,Elegant Sofa Casablanca,Home,624.35
817de2e9-91b2-4696-aac8-c9e9b147f7ca,Luxury Badminton Racket Rabat,Sports,1531.66
7c05d61f-c2d4-4f07-855e-f787926d5ee5,Pro Football Marrakech,Sports,1308.07
ec1ed5ba-c4d5-418b-874e-e12e68ec2cfe,Traditional Cookbook Rabat,Books,1107.13
d9b97522-959f-4809-b210-55b4ebd9aa4c,Authentic Dumbbells Fez,Sports,4590.23
309c7b19-aa50-45f9-8418-fe43c052949f,Eco-Friendly Yoga Mat Rabat,Sports,4932.68
cca891fd-2bb4-473b-8598-3844dd9e718a,Authentic Coffee Maker Casablanca,Home,518.53
495a5c20-3fcf-4750-b29a-8b49e471b0c3,Pro Badminton Racket Atlas,Sports,3698.05
eadc0910-69c5-4589-8039-1d340dbb642b,Pro Belt Casablanca,Clothing,4026.15
e6ce1c68-8b9e-48b6-9586-b1c9167cddef,Modern Coffee Maker Oasis,Home,4415.84
e6cf9a24-0c97-4bbd-bc14-65ad270f9496,Traditional Vacuum Cleaner Oasis,Home,4847.81
9a2240da-43f3-401c-b479-c99cc87c78a6,Eco-Friendly Travel Guide Kasbah,Books,4424.12
02135f3c-45cd-42fa-9441-c7f564027f46,Ultimate Basketball Fez,Sports,374.46
8c9ff78e-faa6-4429-b033-5dc4a399b653,Ultimate Badminton Racket Casablanca,Sports,784.81
3777755f-8baf-4a91-a526-a155525291d6,Luxury Yoga Mat Casablanca,Sports,1035.29
6d86d19f-cced-422a-991a-2fc39a1d29fc,Pro Table Oasis,Home,1408.69
2de07065-53e5-41cc-9492-52c2ee69ae66,Luxury Phone Oasis,Electronics,3500.0
156b1556-093d-46e7-9c90-d357fc06ba43,Authentic Travel Guide Fez,Books,767.27
1e12e9eb-0194-4aa0-a9f1-af176f9ae18d,Traditional Tablet Fez,Electronics,1342.54
f1f696dd-6d7e-4462-b693-2359099b55cf,Ultimate Scarf Fez,Clothing,1528.98
84ff9dc8-eced-46d9-8aa3-e98f737f3b06,Elegant Yoga Mat Fez,Sports,4393.92
13f1f217-5adc-42e1-a606-6f0548375be9,Pro Sneakers Atlas,Clothing,4602.12
401f1e38-01df-4318-9c6c-3fbf3de26026,Ultimate Belt Kasbah,Clothing,3629.44
a2f0ed64-383b-4dc7-b456-a783a6b9c358,Traditional Belt Atlas,Clothing,3661.68
af43b4cc-f125-4903-88de-1360c592cea7,Pro Belt Kasbah,Clothing,1411.83
946600cf-822b-4757-8576-1810b5635adb,Chic Running Shoes Rabat,Sports,2415.0
fd0583d8-809b-46e2-811a-084eaef1ca65,Authentic Scarf Marrakech,Clothing,4848.26
acf6fb61-5537-44de-bd48-b79c142491d0,Premium Laptop Oasis,Electronics,1405.79
a880344a-f90f-4517-9225-d4cc5abcc580,Chic Mystery Novel Fez,Books,2797.42
170e40bd-e9fe-48dd-a49a-d1661501129c,Pro Sofa Fez,Home,2771.62
c1cd2f05-623a-4c46-852e-9b821e5b17c9,Modern Tablet Marrakech,Electronics,2594.92
eb9d0bbe-008d-4420-80dc-7b371d0192f5,Ultimate Belt Rabat,Clothing,4739.41
655d81a7-d856-4202-b291-e21e71c7f0b8,Modern Sofa Rabat,Home,259.52
528e62ad-3476-4886-8d00-34e2c3e8569e,Premium Coffee Maker Oasis,Home,1573.56
c9b02148-6e9b-4581-9f77-6a9005bf7cc5,Modern Basketball Kasbah,Sports,2820.39
a2cbcb7c-3846-40e6-a70e-5ea0ce9c62b8,Authentic Moroccan History Casablanca,Books,860.02
e583f067-7a1e-49b5-828f-7980b1ab85db,Modern Scarf Kasbah,Clothing,997.7
d7984abb-269e-4e8d-988f-81e4e7dfa05d,Eco-Friendly Biography Oasis,Books,1547.26
95061dec-8991-4f21-af22-cdb4b528e0fb,Elegant Travel Guide Oasis,Books,4369.11
aee81892-3d4e-4f76-b749-f2dda3224060,Eco-Friendly Yoga Mat Kasbah,Sports,204.7
42d965fc-856d-4fff-8bdf-7e2ad78fb0ef,Ultimate Dress Fez,Clothing,3521.91
c38ca16a-307a-48c9-aa04-13b6bd3810c8,Premium Badminton Racket Oasis,Sports,99.6
4b53adcd-677a-485d-9f35-d2ebe8f2d484,Premium Tennis Racket Rabat,Sports,751.55
1d0a569f-0cd1-4308-91a2-926e349181c9,Authentic Speaker Kasbah,Electronics,3358.97
9eee20ec-ed77-4205-8d52-16b63e7e013a,Modern Coffee Maker Casablanca,Home,1343.46
deb2cb23-2dca-4c32-bb8d-24a81f04e901,Luxury Jacket Marrakech,Clothing,1302.5
29b0dfb8-5b24-4f4a-a814-c460d352fd23,Ultimate Sofa Rabat,Home,1909.09
679fac86-b8ae-42bf-bc3a-88d24328f254,Chic Smartwatch Casablanca,Electronics,3170.47
937788a8-8079-4f2e-8b72-0c0a6c17a3cd,Premium Belt Kasbah,Clothing,104.25
d9abad1f-2452-4011-802f-d81c8a3d879c,Chic Running Shoes Fez,Sports,4138.77
f762e74f-1427-4294-a3a5-374a82e54eab,Premium Chair Rabat,Home,4327.21
6fb54cdc-514b-44de-bb9a-f28537df6219,Chic Jacket Fez,Clothing,1754.85
9e6c5924-1e24-4f3a-ae61-e99da06c1e66,Premium Yoga Mat Marrakech,Sports,2569.86
f3bbd65f-e59a-4bb4-97a2-44b4aa2e002a,Traditional Sofa Casablanca,Home,2071.76
7d47e76d-289d-4356-af5d-81c74a0395bc,Traditional Mystery Novel Kasbah,Books,3785.87
5db884a5-9cf0-47ba-bcae-c58c74f5a80a,Premium Sneakers Atlas,Clothing,2374.32
e7d70fe8-563e-4f46-ad23-32643f0a65b0,Chic Camera Rabat,Electronics,1084.89
54a2efe8-14fa-4cd2-9836-7b4750ebaaf9,Traditional Sneakers Rabat,Clothing,1783.09
46fb22dd-de8a-4450-8d67-564c19c4b9ea,Traditional Biography Atlas,Books,806.57
94a3b399-b75d-4232-a5e3-8a79578f6f00,Pro Camera Rabat,Electronics,765.12
713a7f8c-ccb0-4675-8a6e-77451cb4cd83,Chic Camera Marrakech,Electronics,3187.83
87b9ccd1-5d08-4a04-8083-d5ab1e7431d7,Pro Table Atlas,Home,2435.08
e19df913-1406-4696-bd56-95cc7dd5d6b7,Eco-Friendly Basketball Fez,Sports,2543.14
7fbc056f-8241-4ffa-882b-3f949de4f836,Luxury Yoga Mat Marrakech,Sports,4096.54
a1c63ddb-0be5-4f84-93ec-950750c1f6be,Authentic Travel Guide Kasbah,Books,980.99
20b9be98-9f55-480b-a2e5-71671bac190f,Chic Belt Kasbah,Clothing,3062.95
13b6120a-9057-4f28-b254-f167de6c4421,Eco-Friendly Biography Kasbah,Books,2070.19
66e424f5-5496-41e8-b03f-ba4594a717f3,Premium Laptop Rabat,Electronics,1921.25
50d7de67-3ff4-47a5-bf7c-eada1337466a,Premium Football Casablanca,Sports,776.97
66843660-d318-4866-bb64-5b1f0c7e4b55,Chic Jeans Fez,Clothing,1101.03
231d1afc-6e4e-4361-908e-fb678f9e82cf,Elegant Football Rabat,Sports,1992.08
a03250fc-bc7a-4eb5-bee0-15824e44fa44,Pro Sofa Rabat,Home,409.29
0dafafef-87c1-478c-801e-53fe6db9709a,Elegant Dumbbells Fez,Sports,1890.57
3cc48583-3cee-40a8-a6b4-472534f9b269,Traditional Travel Guide Atlas,Books,3217.49
4fd5a61c-71ea-4acb-8dbe-26ca8e8b9719,Luxury Chair Kasbah,Home,3802.02
dcab30f3-80a0-48ac-bf36-581d40f296cf,Authentic Basketball Fez,Sports,4124.84
858e7195-b66e-4398-82d9-dcc14648624f,Authentic Coffee Maker Oasis,Home,956.61
a2d371e2-dadd-45c5-8055-5418ba849372,Elegant Cookbook Marrakech,Books,2865.77
b29a0c8a-3681-4a25-9532-074211cb40d7,Authentic T-Shirt Casablanca,Clothing,3695.86
1c500262-3401-48fc-afbb-db2d71293241,Traditional Headphones Casablanca,Electronics,2769.14
3099e0d7-4ab9-4d27-a1d3-43796b741cf9,Pro Smartwatch Fez,Electronics,1022.13
fd46e8ff-1b7b-4a37-aa8a-0ced9a4651b3,Luxury Moroccan History Fez,Books,2500.99
d3aa0297-6cf2-4ec5-91a6-58eb7c8616bc,Traditional Dumbbells Oasis,Sports,3844.2
858b25ed-f008-4d06-a08e-44ef29e9f4bd,Pro T-Shirt Fez,Clothing,1192.72
caa689e7-1a3c-4fa7-8eb8-b0ce807aa018,Authentic Jacket Kasbah,Clothing,1160.97
ef01a75d-e964-409e-951b-4610c46bc9fe,Authentic Smartwatch Atlas,Electronics,2163.18
92c22c74-5c91-4fd0-9d60-f8b7231a7db2,Eco-Friendly Badminton Racket Oasis,Sports,3596.91
bc0cc517-e1e4-431b-8fcb-14833525d173,Eco-Friendly Microwave Marrakech,Home,2194.38
8d697a96-7815-4232-8be4-0368c926aec3,Premium Table Kasbah,Home,2678.91
1a3b7916-7845-43b4-a8f5-98fe321b85ce,Luxury Running Shoes Fez,Sports,503.1
2221f899-34f2-463a-9f42-1469ada4c5fe,Authentic Headphones Marrakech,Electronics,1748.65
6f0fc082-0e4f-4854-8f41-6e03ea83cf79,Elegant Jeans Kasbah,Clothing,1145.4
7aa29316-d1e7-47cb-b076-fa5bdc092aad,Luxury Dress Fez,Clothing,4357.21
226ab231-b8a9-4b63-8319-5b629e179fc1,Luxury Yoga Mat Kasbah,Sports,507.51
dc3edb2e-2432-4feb-a1e0-9e739059410c,Ultimate Blender Kasbah,Home,2864.75
5bf1c6e3-fc30-4958-8b05-f94c8ad721ae,Luxury Tennis Racket Fez,Sports,290.46
d5564ae0-12de-400d-a3b8-deb5dd6504c0,Chic Camera Fez,Electronics,4363.38
b7d0f00a-4cf5-43b4-88be-3031c7ef7fc6,Eco-Friendly Chair Casablanca,Home,4072.69
56d9ed31-3808-42d3-abb9-6918663c1335,Modern Jeans Kasbah,Clothing,2792.3
ea3a2e2e-97ec-4c52-8add-3f0a8f042f4b,Chic Laptop Rabat,Electronics,4414.92
bac17adf-7d78-442d-92bb-a81fa034b70a,Premium Speaker Oasis,Electronics,2870.3
b18a0495-a688-43bd-9aa5-b4774bcedbcc,Ultimate Phone Casablanca,Electronics,4030.56
4c4c5bb3-74cf-4bbf-a0f0-54b109357c2b,Elegant Mystery Novel Atlas,Books,2944.05
39b122b0-c08f-493b-a67c-be7a6e8b6542,Modern Moroccan History Oasis,Books,4696.68
